id,date,user,user_followers,raw_content,rendered_content,likes,retweets,replies,quoteCount,hashtags,lang,media,mentionedUsers
1509318354347216911,2022-03-30 23:55:12+00:00,aeberman12,37986,"""The best that can be hoped for is a delicate local equilibrium demanding constant maintenance through Western economic &amp; military support of Ukraine.""
https://t.co/QSmNhU5jnT
#UkraineRussia #UkraineWar  #UkraineInvasion #UkraineRussiaCrisis","""The best that can be hoped for is a delicate local equilibrium demanding constant maintenance through Western economic &amp; military support of Ukraine.""
wsj.com/articles/rules…
#UkraineRussia #UkraineWar  #UkraineInvasion #UkraineRussiaCrisis",5,1,1,0,"['UkraineRussia', 'UkraineWar', 'UkraineInvasion', 'UkraineRussiaCrisis']",en,,
1509318208980983814,2022-03-30 23:54:37+00:00,TommasinaResist,17167,@912nosirrah @RogueCitizenOne I deleted my reply. #UkraineWar #PutinWarCriminal #RemovePutin 🇺🇦,@912nosirrah @RogueCitizenOne I deleted my reply. #UkraineWar #PutinWarCriminal #RemovePutin 🇺🇦,1,0,1,0,"['UkraineWar', 'PutinWarCriminal', 'RemovePutin']",en,,"[User(username='912nosirrah', id=4237367907, displayname='Good Golly Ms Molly', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RogueCitizenOne', id=216767555, displayname='Rogue Citizen One ☮️', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
1509318087316803590,2022-03-30 23:54:08+00:00,Robert4787,29126,"#Belgium, #Ireland and two other #EU allies expelled 43 Russian diplomats over #spying, taking the number of Russian officials to be kicked out of European nations this month to over 100. #UkraineWar #Europe
#diplomats #spying https://t.co/uw9s5WGYUN","#Belgium, #Ireland and two other #EU allies expelled 43 Russian diplomats over #spying, taking the number of Russian officials to be kicked out of European nations this month to over 100. #UkraineWar #Europe
#diplomats #spying news.sky.com/story/ukraine-…",63,30,6,3,"['Belgium', 'Ireland', 'EU', 'spying', 'UkraineWar', 'Europe', 'diplomats', 'spying']",en,,
1509315143372574721,2022-03-30 23:42:26+00:00,knittingknots,4214,Ukrainian members of parliament say Russia peace talks are not real https://t.co/a3DnSjV7BG  #UkraineRussianWar #Ukraine #UkraineRussia #UkraineUnderAttaсk #UkraineWar,Ukrainian members of parliament say Russia peace talks are not real cnn.com/europe/live-ne…  #UkraineRussianWar #Ukraine #UkraineRussia #UkraineUnderAttaсk #UkraineWar,4,2,1,0,"['UkraineRussianWar', 'Ukraine', 'UkraineRussia', 'UkraineUnderAttaсk', 'UkraineWar']",en,,
1509315064716742657,2022-03-30 23:42:07+00:00,knittingknots,4214,It's 1 a.m. on Thursday in Kyiv. Here's what you need to know https://t.co/YNaWOT2kQ1  #UkraineRussianWar #Ukraine #UkraineRussia #UkraineUnderAttaсk #UkraineWar,It's 1 a.m. on Thursday in Kyiv. Here's what you need to know cnn.com/europe/live-ne…  #UkraineRussianWar #Ukraine #UkraineRussia #UkraineUnderAttaсk #UkraineWar,0,0,0,0,"['UkraineRussianWar', 'Ukraine', 'UkraineRussia', 'UkraineUnderAttaсk', 'UkraineWar']",en,,
1509314929320464384,2022-03-30 23:41:35+00:00,knittingknots,4214,Zelensky says negotiations with Russia are “only words” https://t.co/DDa7DWwvPO  #UkraineRussianWar #Ukraine #UkraineRussia #UkraineUnderAttaсk #UkraineWar,Zelensky says negotiations with Russia are “only words” cnn.com/europe/live-ne…  #UkraineRussianWar #Ukraine #UkraineRussia #UkraineUnderAttaсk #UkraineWar,1,0,1,0,"['UkraineRussianWar', 'Ukraine', 'UkraineRussia', 'UkraineUnderAttaсk', 'UkraineWar']",en,,
1509314818842533888,2022-03-30 23:41:09+00:00,knittingknots,4214,UK intelligence chief says Russian soldiers are low on morale and refusing to carry out orders https://t.co/tOOyhXosfh  #UkraineRussianWar #Ukraine #UkraineRussia #UkraineUnderAttaсk #UkraineWar,UK intelligence chief says Russian soldiers are low on morale and refusing to carry out orders cnn.com/europe/live-ne…  #UkraineRussianWar #Ukraine #UkraineRussia #UkraineUnderAttaсk #UkraineWar,2,1,2,0,"['UkraineRussianWar', 'Ukraine', 'UkraineRussia', 'UkraineUnderAttaсk', 'UkraineWar']",en,,
1509314468576174081,2022-03-30 23:39:45+00:00,knittingknots,4214,Occupiers began using mines with the seismic sensor in Ukraine - https://t.co/FYcigaotHx news portal https://t.co/mxoKjtVWRp  #UkraineRussianWar #Ukraine #UkraineRussia #UkraineUnderAttaсk #UkraineWar,Occupiers began using mines with the seismic sensor in Ukraine - LB.ua news portal en.lb.ua/news/2022/03/3…  #UkraineRussianWar #Ukraine #UkraineRussia #UkraineUnderAttaсk #UkraineWar,1,1,0,0,"['UkraineRussianWar', 'Ukraine', 'UkraineRussia', 'UkraineUnderAttaсk', 'UkraineWar']",en,,
1509314309834350597,2022-03-30 23:39:07+00:00,knittingknots,4214,"Destroyed buildings, killed civilians, and burned cars. State Emergency Service showed video of liberated Irpin - https://t.co/FYcigaotHx news portal https://t.co/m5tgyPgEAa  #UkraineRussianWar #Ukraine #UkraineRussia #UkraineUnderAttaсk #UkraineWar","Destroyed buildings, killed civilians, and burned cars. State Emergency Service showed video of liberated Irpin - LB.ua news portal en.lb.ua/news/2022/03/3…  #UkraineRussianWar #Ukraine #UkraineRussia #UkraineUnderAttaсk #UkraineWar",0,0,0,0,"['UkraineRussianWar', 'Ukraine', 'UkraineRussia', 'UkraineUnderAttaсk', 'UkraineWar']",en,,
1509313810682761221,2022-03-30 23:37:08+00:00,knittingknots,4214,"Arakhamia: Ukraine publicly states its position, Russia can no longer imitate negotiation process https://t.co/uSW9SREFJ8  #UkraineRussianWar #Ukraine #UkraineRussia #UkraineUnderAttaсk #UkraineWar","Arakhamia: Ukraine publicly states its position, Russia can no longer imitate negotiation process ukrinform.net/rubric-ato/344…  #UkraineRussianWar #Ukraine #UkraineRussia #UkraineUnderAttaсk #UkraineWar",1,1,1,0,"['UkraineRussianWar', 'Ukraine', 'UkraineRussia', 'UkraineUnderAttaсk', 'UkraineWar']",en,,
1520190931596718081,2022-04-29 23:58:56+00:00,knittingknots,4214,Zelenskyy: Very high risk that all talks with Russia can grind to a halt | Ukrayinska Pravda https://t.co/LcmtMpz6pm #Ukraine #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar,Zelenskyy: Very high risk that all talks with Russia can grind to a halt | Ukrayinska Pravda pravda.com.ua/eng/news/2022/… #Ukraine #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar,0,1,0,0,"['Ukraine', 'UkraineRussiaWar', 'UkraineUnderAttaсk', 'UkraineWar']",en,,
1520190705745944578,2022-04-29 23:58:02+00:00,knittingknots,4214,Ukrainian forces blow up a railway bridge along with a Russian train in Donetsk Oblast | Ukrayinska Pravda https://t.co/vqEq5jQzDq #Ukraine #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar,Ukrainian forces blow up a railway bridge along with a Russian train in Donetsk Oblast | Ukrayinska Pravda pravda.com.ua/eng/news/2022/… #Ukraine #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar,2,0,0,0,"['Ukraine', 'UkraineRussiaWar', 'UkraineUnderAttaсk', 'UkraineWar']",en,,
1520190539714416649,2022-04-29 23:57:23+00:00,knittingknots,4214,Joint Forces repulsed 14 attacks and destroyed dozens of military vehicles in the east | Ukrayinska Pravda https://t.co/NXzxkXuCBF #Ukraine #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar,Joint Forces repulsed 14 attacks and destroyed dozens of military vehicles in the east | Ukrayinska Pravda pravda.com.ua/eng/news/2022/… #Ukraine #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar,1,0,0,0,"['Ukraine', 'UkraineRussiaWar', 'UkraineUnderAttaсk', 'UkraineWar']",en,,
1520190185354444800,2022-04-29 23:55:58+00:00,knittingknots,4214,UK defense minister predicts Putin will increase 'Russian cannon fodder' by May 9 https://t.co/hcJN6GHySW #Ukraine #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar,UK defense minister predicts Putin will increase 'Russian cannon fodder' by May 9 ukrinform.net/rubric-ato/347… #Ukraine #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar,0,0,1,0,"['Ukraine', 'UkraineRussiaWar', 'UkraineUnderAttaсk', 'UkraineWar']",en,,
1520190070573129728,2022-04-29 23:55:31+00:00,knittingknots,4214,Ukrainian air defense forces hit ten enemy targets over past day https://t.co/0tHdEtmA7C #Ukraine #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar,Ukrainian air defense forces hit ten enemy targets over past day ukrinform.net/rubric-ato/347… #Ukraine #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar,2,0,0,0,"['Ukraine', 'UkraineRussiaWar', 'UkraineUnderAttaсk', 'UkraineWar']",en,,
1520189802217615360,2022-04-29 23:54:27+00:00,knittingknots,4214,"Only seven Russian paratroopers survived after attempt to attack Ukrainian positions in Luhansk region, - Haidai https://t.co/tKPSNXSmZs #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar","Only seven Russian paratroopers survived after attempt to attack Ukrainian positions in Luhansk region, - Haidai ukrinform.net/rubric-ato/347… #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar",2,0,1,0,"['UkraineRussiaWar', 'UkraineUnderAttaсk', 'UkraineWar']",en,,
1520187392371527680,2022-04-29 23:44:52+00:00,gahamalian,4116,"A #Russian drone filmed the location of a unit of the 28th Odessa Brigade of the Armed Forces of #Ukraine, which mainly consists of reservists and mercenaries, including from the USA, Denmark, Great Britain.

#RussiaUkraineWar #UkraineWar https://t.co/N479b8ii78","A #Russian drone filmed the location of a unit of the 28th Odessa Brigade of the Armed Forces of #Ukraine, which mainly consists of reservists and mercenaries, including from the USA, Denmark, Great Britain.

#RussiaUkraineWar #UkraineWar https://t.co/N479b8ii78",3,0,2,0,"['Russian', 'Ukraine', 'RussiaUkraineWar', 'UkraineWar']",en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1520187329364692992/pu/img/kzOR2AXnUk5wA52U.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1520187329364692992/pu/vid/1280x720/QNY_jDI5Z7eZbLfy.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1520187329364692992/pu/vid/480x270/j0sGiOREMf0AELY0.mp4?tag=12', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1520187329364692992/pu/pl/Cc2jcN62WvWCEHt-.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1520187329364692992/pu/vid/640x360/Lhz3LfKEvGaDrCIZ.mp4?tag=12', contentType='video/mp4', bitrate=832000)], duration=73.918, views=1508, altText=None)]",
1520186691859922949,2022-04-29 23:42:05+00:00,knittingknots,4214,"Mother of American killed in Ukraine: He had a ""high moral value... he wanted to do the right thing"" https://t.co/cgZ8PD7G3i #Ukraine #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar","Mother of American killed in Ukraine: He had a ""high moral value... he wanted to do the right thing"" edition.cnn.com/europe/live-ne… #Ukraine #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar",2,1,0,0,"['Ukraine', 'UkraineRussiaWar', 'UkraineUnderAttaсk', 'UkraineWar']",en,,
1520186395586809856,2022-04-29 23:40:55+00:00,gahamalian,4116,"Lack of rotation for staffing a company

We refuse to carry out orders that are aimed at the destruction of personnel.”

#UkrainianArmy #Ukraine 

#UkraineWar","Lack of rotation for staffing a company

We refuse to carry out orders that are aimed at the destruction of personnel.”

#UkrainianArmy #Ukraine 

#UkraineWar",0,0,0,0,"['UkrainianArmy', 'Ukraine', 'UkraineWar']",en,,
1520185850646073344,2022-04-29 23:38:45+00:00,gahamalian,4116,"Well, for understanding - about the microclimate that prevails in the 93rd brigade of the Armed Forces of #Ukraine, operating near #Izyum, in our direction.

“We, the servicemen of the 3rd mechanized company of the 1st mechanized battalion of the 93rd OMBR, refuse..

#UkraineWar https://t.co/rBNkU0sV97","Well, for understanding - about the microclimate that prevails in the 93rd brigade of the Armed Forces of #Ukraine, operating near #Izyum, in our direction.

“We, the servicemen of the 3rd mechanized company of the 1st mechanized battalion of the 93rd OMBR, refuse..

#UkraineWar https://t.co/rBNkU0sV97",1,1,2,0,"['Ukraine', 'Izyum', 'UkraineWar']",en,"[Photo(previewUrl='https://pbs.twimg.com/media/FRjI-Q6UcAABbkP?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FRjI-Q6UcAABbkP?format=jpg&name=large', altText=None)]",
1531423964454526977,2022-05-30 23:55:00+00:00,orfonline,123209,.@seemasirohi writes on how the world is increasingly moving towards a bipolar world as the #Ukrainewar splits the world into two spheres. https://t.co/JVDeiKQreh,.@seemasirohi writes on how the world is increasingly moving towards a bipolar world as the #Ukrainewar splits the world into two spheres. or-f.org/103049,4,1,0,1,['Ukrainewar'],en,,"[User(username='seemasirohi', id=44396229, displayname='Seema Sirohi', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
1531422148467773441,2022-05-30 23:47:47+00:00,knittingknots,4214,Zelenskyy: The occupiers are looking for a way to sell the stolen half a million tons of grain | Ukrayinska Pravda https://t.co/V6XbOf6LrM #Ukraine #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar,Zelenskyy: The occupiers are looking for a way to sell the stolen half a million tons of grain | Ukrayinska Pravda pravda.com.ua/eng/news/2022/… #Ukraine #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar,0,2,1,1,"['Ukraine', 'UkraineRussiaWar', 'UkraineUnderAttaсk', 'UkraineWar']",en,,
1531421591782957060,2022-05-30 23:45:34+00:00,OneVenusThrow,3259,"#EU bans Russian oil;
-#Zelenskiy says situation remains 'extremely difficult'.
-#Russian forces enter fringes of #Sievierodonetsk -governor -- 'Terrible smell of death' in air.
-#Biden says no to rockets that can reach #Russia.
https://t.co/9DRUhgPMAS
#UKRAINE #UkraineWar","#EU bans Russian oil;
-#Zelenskiy says situation remains 'extremely difficult'.
-#Russian forces enter fringes of #Sievierodonetsk -governor -- 'Terrible smell of death' in air.
-#Biden says no to rockets that can reach #Russia.
reuters.com/business/aeros…
#UKRAINE #UkraineWar",0,0,0,0,"['EU', 'Zelenskiy', 'Russian', 'Sievierodonetsk', 'Biden', 'Russia', 'UKRAINE', 'UkraineWar']",en,,
1531421493393264640,2022-05-30 23:45:11+00:00,socialismoolib1,2725,"🇺🇦#UKRAINE #UKRAINEWAR 

#News 

🔫05/30/2022 Day 96

🇷🇺#Genocidal #Putin #communist #Russia 

""Always same #tactics

Firing 4-5 hours before offensive 
Offensive soldiers die
Again #shelling-offensive
Penetrate positions
Walk on corpses, morbid stench..""

https://t.co/FJbaIVIfwf https://t.co/uVHGlYAtc2","🇺🇦#UKRAINE #UKRAINEWAR 

#News 

🔫05/30/2022 Day 96

🇷🇺#Genocidal #Putin #communist #Russia 

""Always same #tactics

Firing 4-5 hours before offensive 
Offensive soldiers die
Again #shelling-offensive
Penetrate positions
Walk on corpses, morbid stench..""

en.defence-ua.com/news/day_96th_… https://t.co/uVHGlYAtc2",1,2,0,0,"['UKRAINE', 'UKRAINEWAR', 'News', 'Genocidal', 'Putin', 'communist', 'Russia', 'tactics', 'shelling']",en,"[Photo(previewUrl='https://pbs.twimg.com/media/FUCziVNaAAEkHN9?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FUCziVNaAAEkHN9?format=jpg&name=large', altText=None)]",
1531417679025909761,2022-05-30 23:30:01+00:00,statecraftdaily,20861,"Serbian President #AleksandarVučić hailed the country's ""independent and sovereign"" foreign policy after inking a new natural gas contract with #Russia. Read more:

https://t.co/s72y14jDAw

#Vučić #Serbia #Belgrade #VladimirPutin #Putin #Moscow #Gazprom #Kosovo #UkraineWar","Serbian President #AleksandarVučić hailed the country's ""independent and sovereign"" foreign policy after inking a new natural gas contract with #Russia. Read more:

statecraft.co.in/article/vu-i-h…

#Vučić #Serbia #Belgrade #VladimirPutin #Putin #Moscow #Gazprom #Kosovo #UkraineWar",0,0,0,0,"['AleksandarVučić', 'Russia', 'Vučić', 'Serbia', 'Belgrade', 'VladimirPutin', 'Putin', 'Moscow', 'Gazprom', 'Kosovo', 'UkraineWar']",en,,
1531411028981866496,2022-05-30 23:03:36+00:00,gahamalian,4116,"Judging by everything, #Russian units already control at least most of #Severodonetsk.

 Judging this video, the fighters are calmly walking right in the center of #Severodonetsk from the City House of Culture to the remarkable ""patriotic"" hangar near the Hudson gym.

#UkraineWar https://t.co/OccEFVfFW7","Judging by everything, #Russian units already control at least most of #Severodonetsk.

 Judging this video, the fighters are calmly walking right in the center of #Severodonetsk from the City House of Culture to the remarkable ""patriotic"" hangar near the Hudson gym.

#UkraineWar https://t.co/OccEFVfFW7",4,2,0,0,"['Russian', 'Severodonetsk', 'Severodonetsk', 'UkraineWar']",en,"[Photo(previewUrl='https://pbs.twimg.com/media/FUCqLjCUcAE7OaU?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FUCqLjCUcAE7OaU?format=jpg&name=large', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FUCqMEsVUAAIYaT?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FUCqMEsVUAAIYaT?format=jpg&name=large', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FUCqM96VEAEBJVU?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FUCqM96VEAEBJVU?format=jpg&name=large', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FUCqNzFUcAEHkaH?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FUCqNzFUcAEHkaH?format=jpg&name=large', altText=None)]",
1531410485525942272,2022-05-30 23:01:26+00:00,gahamalian,4116,"#Russian Armed Forces advance in #Severodonetsk.

#UkraineRussiaWar #UkraineWar https://t.co/1M3Szl7Inb","#Russian Armed Forces advance in #Severodonetsk.

#UkraineRussiaWar #UkraineWar https://t.co/1M3Szl7Inb",1,0,0,0,"['Russian', 'Severodonetsk', 'UkraineRussiaWar', 'UkraineWar']",en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1531410156612767744/pu/img/334-eYJnEcOjMGyG.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1531410156612767744/pu/vid/320x584/EtCHk2-bZ34CClI4.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1531410156612767744/pu/vid/464x848/8U24HayunzZ8Moln.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1531410156612767744/pu/pl/4K0t5gDhcC59b8iQ.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=61.808, views=293, altText=None)]",
1531409286617649152,2022-05-30 22:56:40+00:00,gahamalian,4116,"After 3 days, #Ukraine recognized the complete loss of Krasny #Lyman.

#UkraineRussiaWar #UkraineWar","After 3 days, #Ukraine recognized the complete loss of Krasny #Lyman.

#UkraineRussiaWar #UkraineWar",1,0,0,0,"['Ukraine', 'Lyman', 'UkraineRussiaWar', 'UkraineWar']",en,,
1531409202937217024,2022-05-30 22:56:20+00:00,mattvardy,3340,"EU leaders agree on partial embargo on Russian oil | #UnitedStates #news #Russia #Ukrainewar #EuropeanUnion
https://t.co/VCiQwFag7i","EU leaders agree on partial embargo on Russian oil | #UnitedStates #news #Russia #Ukrainewar #EuropeanUnion
baystpost.com/world-news/uni…",0,0,1,0,"['UnitedStates', 'news', 'Russia', 'Ukrainewar', 'EuropeanUnion']",en,,
1531406075878158336,2022-05-30 22:43:55+00:00,BlogUkraine,6968,"#97dayofwar

⚡️EU leaders agree on partial embargo on Russian oil⚡️

#UkraineWar #war #StandWithUkraine #UkraineRussiaWar #Ukraine #PutinWarCriminal #StopPutin #StopPutinNOW","#97dayofwar

⚡️EU leaders agree on partial embargo on Russian oil⚡️

#UkraineWar #war #StandWithUkraine #UkraineRussiaWar #Ukraine #PutinWarCriminal #StopPutin #StopPutinNOW",7,4,0,0,"['97dayofwar', 'UkraineWar', 'war', 'StandWithUkraine', 'UkraineRussiaWar', 'Ukraine', 'PutinWarCriminal', 'StopPutin', 'StopPutinNOW']",en,,
1542293474774585344,2022-06-29 23:46:33+00:00,buzzkillprof,10723,"Just ordered my “Historians for Ukraine” T-Shirt on @Bonfire. Please@join me!
https://t.co/t7TqdB90ZO
@TDeryugina @LadyGodiva____ #history #twitterstorians #Ukraine #supportukraine #UkraineWar","Just ordered my “Historians for Ukraine” T-Shirt on @Bonfire. Please@join me!
bonfire.com/historians-for…
@TDeryugina @LadyGodiva____ #history #twitterstorians #Ukraine #supportukraine #UkraineWar",4,2,0,0,"['history', 'twitterstorians', 'Ukraine', 'supportukraine', 'UkraineWar']",en,,"[User(username='Bonfire', id=475878445, displayname='Bonfire', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='TDeryugina', id=321103656, displayname='Tatyana Deryugina 🇺🇦', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='LadyGodiva____', id=2474246924, displayname='Cristina A. Bejan, PhD🇷🇴🇺🇸', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
1542290564388978689,2022-06-29 23:34:59+00:00,thefreedom_news,14095,Daily Updates Over Ukraine 29.6.2022 #thefreedomnews #kharkiv #dnipro #putin #donbas #zelensky #syria #Kremenchuk #bridge #irpin #odesa #azovstal #fyp #kyiv #UkraineWar #Russia #PutinWarCrimes https://t.co/e4qBTGZ8UM,Daily Updates Over Ukraine 29.6.2022 #thefreedomnews #kharkiv #dnipro #putin #donbas #zelensky #syria #Kremenchuk #bridge #irpin #odesa #azovstal #fyp #kyiv #UkraineWar #Russia #PutinWarCrimes https://t.co/e4qBTGZ8UM,0,0,0,0,"['thefreedomnews', 'kharkiv', 'dnipro', 'putin', 'donbas', 'zelensky', 'syria', 'Kremenchuk', 'bridge', 'irpin', 'odesa', 'azovstal', 'fyp', 'kyiv', 'UkraineWar', 'Russia', 'PutinWarCrimes']",en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1542290259664404485/pu/img/ExjQHSZy6eH9ytq3.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1542290259664404485/pu/pl/XLmgWW6XXT2GoJbn.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1542290259664404485/pu/vid/320x568/8d9N6VOX6Dbt2Kq_.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1542290259664404485/pu/vid/480x852/uvx1mHBRNk4rojXx.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1542290259664404485/pu/vid/720x1280/1AhPTiOJJQFn7p14.mp4?tag=12', contentType='video/mp4', bitrate=2176000)], duration=57.766, views=149, altText=None)]",
1542287457798045698,2022-06-29 23:22:38+00:00,GlobalGeoNews,2391,Ukraine forces seen training with 105mm L118/L119 light guns that are being supplied by UK #Ukraine #UkraineRussiaWar #UkraineWar https://t.co/9QbT1OOchp,Ukraine forces seen training with 105mm L118/L119 light guns that are being supplied by UK #Ukraine #UkraineRussiaWar #UkraineWar https://t.co/9QbT1OOchp,660,45,13,3,"['Ukraine', 'UkraineRussiaWar', 'UkraineWar']",en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1542287430774136832/pu/img/_iZu1ztigX0hIG8v.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1542287430774136832/pu/pl/5Cn6oPBqGRdhj4YX.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1542287430774136832/pu/vid/480x852/8Eoyh8bVtbsXxceP.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1542287430774136832/pu/vid/576x1024/9gEclnnsJHrVtrn8.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1542287430774136832/pu/vid/320x568/C_aOEgz1zhFgPbDe.mp4?tag=12', contentType='video/mp4', bitrate=632000)], duration=10.599, views=28929, altText=None)]",
1542286470349836289,2022-06-29 23:18:43+00:00,RespectIsVital,55748,"Ness Bridge in Inverness lit up in solidarity with the people of Ukraine.

#UkraineWar https://t.co/c8t9ar6toH","Ness Bridge in Inverness lit up in solidarity with the people of Ukraine.

#UkraineWar https://t.co/c8t9ar6toH",23,2,0,0,['UkraineWar'],en,"[Photo(previewUrl='https://pbs.twimg.com/media/FWdNXSiWAAEVpkI?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FWdNXSiWAAEVpkI?format=jpg&name=large', altText='This shows a bridge over a river lit up half blue and half yellow in solidarity with Ukraine. It is dark and the reflection shows on the river.')]",
1542284905522003968,2022-06-29 23:12:30+00:00,UkrainianNews24,29966,"At least 6 explosions in #Kharkiv just now after missiles launched from Bilhorod.

More to follow...

#UkraineRussiaWar #UkraineWar https://t.co/fgfTTHDfHS","At least 6 explosions in #Kharkiv just now after missiles launched from Bilhorod.

More to follow...

#UkraineRussiaWar #UkraineWar https://t.co/fgfTTHDfHS",6,4,0,1,"['Kharkiv', 'UkraineRussiaWar', 'UkraineWar']",en,"[Photo(previewUrl='https://pbs.twimg.com/media/FWdL8snWQAAnimi?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FWdL8snWQAAnimi?format=jpg&name=large', altText=None)]",
